"","node","mean","median","sd","n","CI_upper","CI_lower"
"24","439",-0.21423694242266,-0.2102669,0.0553268027247654,18005,-0.213428786645172,-0.215045098200149
"25","440",-0.210056846735351,-0.2058432,0.0543561418342616,18005,-0.209262869351842,-0.21085082411886
"26","441",-0.207355939299084,-0.2044699,0.0531168144549519,18005,-0.206580064707214,-0.208131813890954
"27","442",-0.201834054236046,-0.1994551,0.0516967806231028,18005,-0.201078922005724,-0.202589186466367
"28","443",-0.19629649568842,-0.1965809,0.0489432662512167,18005,-0.195581583901689,-0.197011407475151
"29","444",-0.176485706148848,-0.1758517,0.0453937793613781,18005,-0.175822641535564,-0.177148770762131
"30","445",-0.169797963855596,-0.1675854,0.0456926087025155,18005,-0.169130534257411,-0.170465393453781
"31","446",-0.169861138064982,-0.1668738,0.0457851483031588,18005,-0.169192356745584,-0.17052991938438
"32","447",-0.166004175810053,-0.1641252,0.0455562770041608,18005,-0.165338737602012,-0.166669614018093
"33","448",-0.160374606143649,-0.1594571,0.0466694351910237,18005,-0.15969290809091,-0.161056304196388
"34","449",-0.128074678885532,-0.1225942,0.0495880516117483,18005,-0.12735034875202,-0.128799009019044
"35","450",-0.122731902690918,-0.1132023,0.051157261050258,18005,-0.121984651195402,-0.123479154186435
"36","451",-0.122326077584004,-0.1117046,0.0510207104660443,18005,-0.121580820675886,-0.123071334492121
"37","452",-0.12211071257373,-0.1160886,0.050974765524207,18005,-0.121366126781028,-0.122855298366432
"38","453",-0.123915593884124,-0.1187815,0.0558767748428062,18005,-0.123099404692039,-0.12473178307621
"39","454",-0.134283157479644,-0.1336705,0.0669856828643028,18005,-0.133304701036298,-0.13526161392299
"40","455",-0.127960298648142,-0.1261156,0.0554106359330231,18005,-0.127150918323269,-0.128769678973016
"41","456",-0.211788492795578,-0.2129273,0.0779546887540412,18005,-0.210649812644255,-0.212927172946901
"42","457",-0.176730476493641,-0.1751807,0.0559187378697866,18005,-0.175913674349766,-0.177547278637515
"43","458",-0.228462924803721,-0.2267651,0.0821602257438389,18005,-0.227262814588697,-0.229663035018745
"44","459",-0.280089796773119,-0.2799213,0.00509029889440523,18005,-0.280015443037532,-0.280164150508705
"45","460",-0.21420638897534,-0.215738,0.0772724231464695,18005,-0.213077674642849,-0.215335103307831
"46","461",-0.181649846844876,-0.1793872,0.0588323506911767,18005,-0.180790485707548,-0.182509207982205
"47","462",-0.186002964497084,-0.1797709,0.0615625743514525,18005,-0.185103723122399,-0.18690220587177
"48","463",-0.187426789791725,-0.1810401,0.0626053091820899,18005,-0.186512317242703,-0.188341262340746
"49","464",-0.187524970298806,-0.181106,0.0626799372382387,18005,-0.186609407661585,-0.188440532936027
"50","465",-0.149884044848633,-0.1530903,0.0893856978636253,18005,-0.148578392531931,-0.151189697165335
"51","466",-0.178532449008809,-0.1780753,0.0641499375386162,18005,-0.177595414152389,-0.179469483865228
"52","467",-0.178740140451486,-0.1774948,0.065042259910278,18005,-0.177790071487825,-0.179690209415147
"53","468",-0.155288557583861,-0.1546361,0.0834082746165304,18005,-0.154070217182789,-0.156506897984932
"54","469",-0.0953188043521266,-0.09478526,0.0851803672355673,18005,-0.09407457908481,-0.0965630296194432
